,overall_qual_x,gr_liv_area_x,garage_area_x,garage_cars_x,total_bsmt_sf_x,1st_flr_sf_x,year_built_x,year_remod/add_x,full_bath_x,garage_yr_blt_x,mas_vnr_area_x,totrms_abvgrd_x,fireplaces_x,ms_subclass_x,open_porch_sf_x,wood_deck_sf_x,lot_area_x,bsmt_full_bath_x,half_bath_x,2nd_flr_sf_x,bsmt_unf_sf_x,bedroom_abvgr_x,screen_porch_x,overall_cond_x,saleprice_x
507,5,1632,898.0,2.0,784.0,784,1969,1969,1,1969.0,178.0,7,1,60,173,0,10457,0.0,1,848,0.0,4,0,7,173000
508,5,864,360.0,1.0,864.0,864,1965,1965,1,1965.0,0.0,5,1,20,0,0,8281,0.0,0,0,0.0,3,0,5,62383
509,9,2713,858.0,3.0,1452.0,1476,2008,2008,2,2008.0,268.0,11,1,60,66,126,14948,1.0,1,1237,122.0,3,0,5,446261
510,7,1479,312.0,1.0,624.0,743,1926,1997,1,1926.0,0.0,6,2,70,0,530,7000,1.0,0,736,200.0,3,0,8,160000
511,7,1576,668.0,3.0,1393.0,1576,2004,2004,2,2004.0,24.0,7,1,120,20,143,3940,1.0,0,0,306.0,2,0,5,219990
512,7,1479,577.0,2.0,1468.0,1479,1999,2000,2,1999.0,125.0,6,0,20,25,120,9382,0.0,0,0,1468.0,3,0,5,191000
513,5,1060,308.0,1.0,756.0,916,1925,1994,1,1969.0,0.0,6,1,40,65,0,6854,1.0,0,144,212.0,1,150,7,136500
514,4,943,308.0,1.0,0.0,943,1958,1994,1,1958.0,0.0,5,0,30,0,0,11515,0.0,0,0,0.0,3,0,5,80000
515,7,2183,786.0,3.0,1204.0,1377,1988,1988,2,1988.0,178.0,9,0,50,0,0,13837,0.0,1,806,0.0,4,0,5,229000
516,7,1949,574.0,2.0,1050.0,1062,1993,1994,2,1993.0,246.0,8,1,60,90,156,9938,1.0,1,887,300.0,3,0,5,236000
517,10,1824,932.0,3.0,1824.0,1824,2006,2007,2,2006.0,242.0,8,1,20,36,160,12633,0.0,0,0,1824.0,3,108,5,392000
518,6,1930,316.0,1.0,720.0,1146,1927,1950,2,1927.0,0.0,8,0,70,0,0,6876,1.0,0,784,198.0,4,0,5,149000
519,10,2393,846.0,2.0,970.0,1469,1998,1999,2,1998.0,0.0,7,1,160,90,0,3951,1.0,1,924,0.0,2,94,5,345000
520,5,2014,624.0,2.0,716.0,1007,1900,2005,2,1900.0,0.0,8,0,70,72,0,9856,0.0,0,1007,716.0,5,0,8,169000
521,4,1242,336.0,1.0,484.0,1242,1946,1950,1,1946.0,0.0,4,0,20,0,0,17808,0.0,0,0,484.0,2,0,5,109900
522,7,2000,650.0,3.0,996.0,996,1993,1994,2,1993.0,94.0,9,1,60,48,190,9627,0.0,1,1004,238.0,3,0,5,188000
523,6,1412,280.0,1.0,780.0,825,1939,1950,1,1939.0,0.0,6,1,50,0,45,6000,0.0,0,587,780.0,4,0,6,132500
524,5,990,440.0,1.0,990.0,990,1994,1994,1,1995.0,0.0,5,0,20,0,66,9757,1.0,0,0,235.0,3,92,7,143000
525,5,1342,256.0,1.0,1342.0,1342,1951,1951,1,1951.0,0.0,7,0,20,0,0,9280,1.0,0,0,785.0,4,0,6,125000
526,9,1868,1085.0,3.0,1868.0,1868,2005,2005,2,2005.0,568.0,7,1,20,56,354,14780,1.0,0,0,363.0,2,156,5,415000
527,4,1363,528.0,2.0,622.0,741,1910,1950,1,1966.0,0.0,6,0,70,0,0,7740,0.0,0,622,622.0,3,168,7,125500
528,6,1632,338.0,1.0,1240.0,1632,1958,1988,2,1958.0,183.0,6,1,20,0,289,9600,1.0,0,0,0.0,3,0,6,139000
529,10,2296,842.0,3.0,1722.0,1728,2008,2008,2,2008.0,420.0,10,1,60,274,382,13478,1.0,1,568,384.0,3,0,5,451950
530,5,1678,0.0,0.0,1678.0,1678,1959,1959,2,1980.0,74.0,10,0,90,0,0,10926,0.0,0,0,1678.0,6,0,5,119900
531,8,1296,471.0,2.0,1267.0,1296,2001,2002,2,2001.0,136.0,6,0,20,25,192,6853,1.0,0,0,262.0,2,0,5,220000
532,6,1587,525.0,2.0,1587.0,1587,1971,1971,2,1971.0,302.0,7,1,20,44,0,10667,0.0,0,0,749.0,3,0,6,167300
533,5,1298,256.0,1.0,720.0,854,1941,1950,1,1940.0,0.0,6,2,50,0,84,8212,0.0,0,444,94.0,3,0,6,122000
534,5,1728,504.0,2.0,1728.0,1728,1963,1963,2,1963.0,336.0,10,0,90,0,0,9100,1.0,0,0,396.0,6,0,5,125000
535,5,928,288.0,1.0,928.0,928,1957,1957,1,1957.0,0.0,5,0,20,0,0,6000,0.0,0,0,620.0,3,0,6,112500
536,7,1795,578.0,2.0,879.0,879,2005,2006,2,2005.0,0.0,7,0,60,111,164,9316,0.0,1,916,879.0,3,0,5,191000
537,6,1080,288.0,1.0,1080.0,1080,1958,1958,1,1958.0,135.0,5,0,20,0,0,9464,0.0,0,0,510.0,3,130,7,136000
538,7,1779,546.0,2.0,866.0,866,1998,1998,2,1998.0,0.0,6,0,60,36,198,10400,0.0,1,913,866.0,3,0,5,197900
539,6,1635,255.0,1.0,485.0,1001,1910,2003,1,1950.0,0.0,5,0,50,0,394,5310,0.0,0,634,485.0,2,0,8,117000
540,7,1220,632.0,2.0,1199.0,1220,2006,2006,2,2006.0,84.0,6,0,20,54,105,7406,1.0,0,0,515.0,2,0,5,194000
541,9,1310,545.0,2.0,1310.0,1310,2001,2001,1,2001.0,179.0,5,1,120,45,277,4538,1.0,1,0,306.0,1,0,5,285000
542,5,1355,0.0,0.0,644.0,808,1940,1999,2,1980.0,0.0,6,0,190,0,140,10106,1.0,0,547,112.0,4,0,7,127500
543,7,2295,590.0,2.0,1095.0,1166,1992,2000,2,1992.0,0.0,9,1,60,40,0,13346,1.0,1,1129,367.0,4,0,5,268000
544,4,1798,342.0,2.0,1075.0,1156,1900,1950,2,1935.0,0.0,7,0,70,0,0,9639,0.0,1,642,1075.0,4,0,8,137000
545,7,1620,578.0,2.0,1620.0,1620,1967,1967,2,1967.0,0.0,8,1,20,62,0,15387,0.0,0,0,723.0,4,0,7,215000
546,5,1216,336.0,1.0,1216.0,1216,1955,1955,1,1955.0,0.0,5,0,20,0,0,10050,1.0,0,0,928.0,3,0,5,129500
547,5,1344,240.0,1.0,896.0,896,1936,1950,1,1936.0,0.0,7,0,50,114,200,6240,0.0,0,448,896.0,3,0,4,115000
548,5,1159,288.0,1.0,747.0,747,1925,1950,1,1932.0,0.0,5,0,50,0,84,7506,0.0,0,412,747.0,3,0,8,114000
549,4,1056,384.0,1.0,1056.0,1056,1966,1966,1,1966.0,0.0,5,0,20,42,0,8900,1.0,0,0,0.0,2,0,4,107000
550,5,1216,336.0,1.0,832.0,832,1947,1950,1,1947.0,0.0,6,0,50,0,158,8480,0.0,0,384,390.0,2,0,5,118500
551,6,1158,208.0,1.0,862.0,950,1929,1950,1,1929.0,0.0,5,1,50,0,0,6000,0.0,0,208,862.0,3,0,7,120000
552,8,1538,484.0,2.0,1538.0,1538,2005,2005,2,2005.0,148.0,7,0,20,40,146,8847,1.0,0,0,769.0,3,0,5,260000
553,5,1143,308.0,1.0,1143.0,1143,1959,1959,1,1959.0,150.0,6,0,20,0,0,8050,1.0,0,0,125.0,3,0,5,136000
554,4,872,480.0,4.0,858.0,872,1971,1971,1,1974.0,0.0,5,0,20,0,0,8294,0.0,0,0,858.0,3,0,5,123000
555,6,1406,0.0,0.0,319.0,1035,1920,1950,1,1980.0,0.0,6,0,50,144,0,7920,0.0,0,371,319.0,3,0,7,89500
556,6,1324,430.0,2.0,1324.0,1324,2005,2005,2,2005.0,0.0,6,0,20,23,36,18494,0.0,0,0,1324.0,3,0,5,199500
557,5,904,408.0,1.0,876.0,904,1966,1966,1,1966.0,41.0,6,0,20,0,0,7162,0.0,0,0,876.0,3,0,7,109900
558,7,2080,282.0,1.0,1276.0,1276,1926,2004,1,1926.0,0.0,9,2,70,0,0,10918,0.0,1,804,1276.0,3,145,9,234000
559,6,848,420.0,2.0,848.0,848,2004,2004,1,2004.0,169.0,3,1,120,0,140,4435,1.0,0,0,186.0,1,0,5,155900
560,4,1788,304.0,1.0,1104.0,1104,1957,1989,1,1957.0,0.0,8,2,50,0,120,11250,1.0,0,684,1104.0,5,0,5,161500
561,6,1344,525.0,2.0,819.0,1344,1958,1958,1,1958.0,541.0,7,1,20,118,0,14375,0.0,0,0,354.0,3,233,6,137500
562,5,2256,0.0,0.0,840.0,1128,1910,1950,2,1980.0,0.0,12,0,190,18,0,9045,0.0,0,1128,840.0,4,0,3,76500
563,6,2060,521.0,2.0,1151.0,1164,1988,1989,2,1988.0,268.0,8,1,60,228,0,10029,0.0,1,896,320.0,4,192,5,211000
564,6,1337,511.0,2.0,1405.0,1337,1998,1999,2,1998.0,0.0,5,0,120,68,144,4060,1.0,0,0,1139.0,2,0,5,181000
565,6,1165,490.0,2.0,1127.0,1165,1966,1966,1,1966.0,183.0,6,0,80,129,0,9020,1.0,1,0,276.0,3,0,7,174900
566,5,1320,564.0,2.0,1164.0,1320,1966,1966,1,1966.0,97.0,6,2,80,68,160,11777,1.0,0,0,285.0,3,0,6,164500
567,7,1535,532.0,2.0,1517.0,1535,2004,2004,2,2004.0,168.0,7,0,20,0,0,10171,0.0,0,0,1515.0,3,0,5,214000
568,7,2044,489.0,2.0,738.0,1277,1980,1988,2,1980.0,280.0,7,1,60,73,28,10400,0.0,1,767,738.0,3,0,6,185000
569,4,1136,336.0,1.0,704.0,624,1929,1950,1,1990.0,0.0,6,0,50,365,0,6240,0.0,0,512,624.0,2,0,7,123000
570,6,1299,486.0,2.0,1001.0,1299,1979,1979,2,1979.0,0.0,5,1,85,0,84,12150,1.0,0,0,0.0,2,0,6,183500
571,8,1441,492.0,2.0,776.0,764,1999,2000,2,1999.0,456.0,5,0,160,0,206,2645,0.0,1,677,776.0,2,0,5,174000
572,5,1630,649.0,2.0,1073.0,1630,1953,1953,2,1953.0,0.0,6,1,20,64,0,22692,0.0,0,0,486.0,3,0,5,130000
573,7,1641,546.0,2.0,728.0,832,1925,1990,1,1925.0,0.0,6,1,70,0,0,9600,0.0,1,809,712.0,3,0,7,178000
574,5,1629,482.0,2.0,928.0,928,1997,1998,2,1997.0,0.0,6,1,60,34,212,13830,0.0,1,701,137.0,3,0,5,189900
575,6,848,420.0,2.0,848.0,848,2003,2004,1,2003.0,170.0,4,0,120,0,140,4435,1.0,0,0,163.0,1,0,5,144000
576,6,816,432.0,1.0,816.0,816,1930,2007,1,2002.0,0.0,5,0,30,0,0,5890,0.0,0,0,278.0,2,0,8,120500
577,5,1097,672.0,2.0,1097.0,1097,1994,1995,1,1995.0,0.0,6,0,20,64,392,10859,0.0,1,0,1097.0,3,0,5,145000
578,8,1652,499.0,2.0,1494.0,1652,2000,2000,2,2000.0,0.0,6,0,120,48,96,5330,1.0,0,0,298.0,2,0,5,251000
579,4,1768,0.0,0.0,1768.0,1768,1968,1968,2,1980.0,0.0,8,0,90,0,0,10778,0.0,0,0,1768.0,4,0,5,136500
580,4,1152,0.0,0.0,0.0,1152,1955,1955,2,1980.0,58.0,6,0,90,0,0,6845,0.0,0,0,0.0,2,0,5,82500
581,2,810,280.0,1.0,0.0,810,1910,1950,1,1975.0,0.0,4,0,30,24,119,21780,0.0,0,0,0.0,1,0,4,57625
582,7,1358,484.0,2.0,1350.0,1358,2007,2008,2,2008.0,176.0,6,1,120,26,192,10307,1.0,0,0,474.0,2,0,5,212500
583,6,1216,402.0,2.0,1216.0,1216,1998,1998,2,1998.0,116.0,5,0,120,125,0,4500,1.0,0,0,319.0,2,0,5,164000
584,6,1638,384.0,1.0,967.0,967,1957,1957,2,1957.0,327.0,6,0,50,21,0,9060,0.0,0,671,967.0,4,0,5,139000
585,7,1252,462.0,2.0,600.0,624,1999,2000,2,1999.0,212.0,4,0,160,48,0,2160,1.0,1,628,90.0,2,0,5,160000
586,5,883,698.0,2.0,828.0,883,1992,1993,1,1998.0,0.0,5,1,85,32,100,7669,1.0,0,0,0.0,2,0,6,149000
587,5,874,288.0,1.0,864.0,874,1968,1968,1,1968.0,0.0,5,0,20,0,33,9858,1.0,0,0,354.0,3,0,6,130000
588,7,1710,480.0,2.0,576.0,902,1921,1950,2,1990.0,0.0,9,0,70,11,12,10300,0.0,0,808,576.0,3,0,6,140000
589,8,1836,517.0,2.0,1836.0,1836,2008,2009,2,2009.0,288.0,8,1,20,175,0,8125,0.0,0,0,1836.0,3,0,5,264500
590,5,1092,299.0,1.0,1092.0,1092,1957,1957,1,1957.0,0.0,6,1,20,0,268,14850,1.0,0,0,197.0,2,122,5,141000
591,7,1241,569.0,2.0,1241.0,1241,2006,2007,1,2007.0,0.0,4,0,120,116,0,4274,1.0,1,0,135.0,1,0,5,199900
592,6,1334,630.0,2.0,1350.0,1334,1977,1977,2,1977.0,360.0,6,1,20,16,0,9650,0.0,0,0,664.0,2,0,5,167900
593,6,1429,572.0,2.0,1144.0,1429,1960,1987,1,1960.0,85.0,7,2,20,110,216,14585,0.0,0,0,331.0,3,0,6,181900
594,8,1566,750.0,2.0,1566.0,1566,2008,2008,2,2008.0,36.0,7,0,20,168,144,9000,1.0,0,0,488.0,3,0,5,262500
595,7,2288,520.0,2.0,908.0,1316,1977,1992,1,1977.0,283.0,8,2,60,72,321,13774,0.0,2,972,476.0,4,156,7,230000
596,9,1709,506.0,2.0,1698.0,1709,1999,2000,2,1999.0,60.0,5,1,120,65,97,5119,1.0,0,0,460.0,2,0,5,328900
597,8,1721,554.0,2.0,1721.0,1721,2005,2005,2,2005.0,210.0,7,0,20,27,168,9254,1.0,0,0,1602.0,3,0,5,232698
598,8,1254,810.0,3.0,1254.0,1254,2008,2008,2,2008.0,140.0,5,0,20,92,168,10324,1.0,0,0,382.0,2,0,5,221800
599,5,1350,627.0,3.0,576.0,864,1941,1973,1,1973.0,0.0,6,0,50,0,0,8375,1.0,1,486,240.0,2,0,7,152400
600,7,1630,451.0,2.0,1630.0,1630,2000,2001,2,2000.0,171.0,6,1,20,234,74,9750,0.0,0,0,1630.0,3,0,5,213000
601,7,1585,449.0,2.0,784.0,831,2005,2005,2,2005.0,96.0,7,0,60,77,100,7632,0.0,1,754,784.0,3,0,5,184900
602,5,1336,375.0,1.0,1165.0,1336,1953,1953,1,1953.0,56.0,5,2,190,0,0,15750,1.0,0,0,324.0,2,0,5,157000
603,5,1211,576.0,2.0,864.0,1211,1962,2002,1,1972.0,0.0,6,1,20,0,161,9240,0.0,0,0,252.0,2,0,6,144000
604,6,1353,478.0,2.0,1259.0,1353,1979,1999,2,1979.0,253.0,5,1,20,141,240,10400,1.0,0,0,356.0,2,0,5,192350
605,7,1200,440.0,2.0,1174.0,1200,1966,1966,2,1966.0,202.0,6,1,20,0,0,8800,0.0,0,0,520.0,3,0,6,163500
606,7,2329,514.0,2.0,1475.0,1532,1990,1990,2,1990.0,99.0,10,1,60,121,192,11839,1.0,1,797,390.0,4,0,5,262280
607,7,1536,532.0,2.0,1536.0,1536,2002,2003,2,2002.0,113.0,7,0,20,74,192,9135,1.0,0,0,726.0,3,0,5,214000
608,6,1811,470.0,2.0,1073.0,1811,1956,2004,1,1956.0,0.0,6,1,20,0,0,14115,0.0,0,0,230.0,2,0,7,230000
609,7,2172,947.0,3.0,1063.0,1071,2006,2006,2,2006.0,350.0,9,1,60,62,192,14154,0.0,1,1101,1063.0,3,0,5,280000
610,4,1073,720.0,2.0,1073.0,1073,1957,1980,1,1985.0,0.0,6,0,20,444,0,6565,1.0,0,0,106.0,3,0,6,140000
611,6,1839,442.0,2.0,756.0,1051,1966,1966,1,1966.0,351.0,7,1,60,124,0,7700,0.0,1,788,756.0,4,0,5,155000
612,3,1020,0.0,0.0,1020.0,1020,1918,1950,1,1980.0,0.0,5,0,50,0,0,4761,0.0,0,0,1020.0,2,0,3,64500
613,6,1802,1017.0,4.0,946.0,964,1993,1993,2,2000.0,85.0,8,1,60,92,450,12361,0.0,1,838,86.0,3,0,7,218000
614,5,1009,576.0,2.0,995.0,1009,1977,1977,2,1977.0,51.0,6,1,80,0,0,9720,0.0,0,0,240.0,3,0,7,160000
615,8,1338,598.0,2.0,1338.0,1338,2007,2007,2,2007.0,0.0,6,0,20,141,0,8640,0.0,0,0,1314.0,3,0,5,208900
616,5,3820,624.0,2.0,0.0,3820,1959,1996,3,1959.0,0.0,11,2,20,372,0,47007,0.0,1,0,0.0,5,0,7,284700
617,7,1392,540.0,2.0,689.0,703,2007,2007,2,2007.0,0.0,5,0,160,102,0,3180,0.0,0,689,689.0,2,0,5,146000
618,8,1288,500.0,2.0,1260.0,1288,1996,1996,1,1996.0,0.0,4,2,120,30,120,14963,1.0,1,0,474.0,1,224,5,245500
619,6,1013,160.0,1.0,992.0,1013,1926,1950,1,1926.0,0.0,6,0,45,0,0,5000,0.0,0,0,992.0,3,0,7,113000
620,8,1782,932.0,3.0,1782.0,1782,2004,2005,2,2004.0,238.0,7,2,20,82,99,16870,1.0,0,0,251.0,3,0,5,296000
621,9,1922,676.0,3.0,1922.0,1922,2005,2006,2,2005.0,200.0,8,1,20,51,178,14157,1.0,0,0,673.0,3,0,5,377426
622,10,1718,786.0,3.0,1700.0,1718,2006,2007,2,2008.0,230.0,7,1,20,48,216,12456,1.0,0,0,528.0,3,0,5,337500
623,10,2492,949.0,3.0,2492.0,2492,2004,2005,2,2004.0,730.0,8,1,20,235,226,14836,1.0,1,0,346.0,2,0,5,552000
624,4,936,265.0,1.0,624.0,624,1948,1950,1,1948.0,0.0,5,0,50,0,0,6956,0.0,0,312,624.0,3,0,7,97900
625,6,1218,676.0,2.0,1218.0,1218,2009,2009,2,2009.0,0.0,4,0,20,102,0,7862,0.0,0,0,1191.0,2,0,5,208300
626,7,1820,816.0,3.0,910.0,910,1996,1997,2,1996.0,0.0,8,1,60,32,318,11050,0.0,1,910,910.0,3,0,5,213000
627,7,1724,527.0,2.0,880.0,880,1998,1999,2,1998.0,0.0,8,0,60,155,120,8924,0.0,1,844,880.0,3,0,5,188000
628,6,1336,488.0,2.0,1121.0,1336,1958,1958,1,1958.0,632.0,7,1,20,0,80,9610,0.0,1,0,918.0,3,0,6,162000
629,5,1558,282.0,1.0,910.0,910,1950,1950,1,1950.0,0.0,6,0,50,0,289,13710,0.0,1,648,490.0,4,0,5,152000
630,7,1947,678.0,2.0,991.0,991,2004,2005,2,2004.0,0.0,8,1,60,136,0,12552,0.0,1,956,769.0,3,0,5,254900
631,7,1657,483.0,2.0,832.0,832,1994,1995,2,1994.0,145.0,6,0,60,74,144,14565,0.0,1,825,295.0,3,0,5,189000
632,7,2064,550.0,2.0,2048.0,2064,1978,1978,2,1978.0,383.0,7,2,20,0,200,18559,1.0,0,0,656.0,3,0,5,235000
633,5,1164,240.0,1.0,1164.0,1164,1950,1950,1,1950.0,0.0,5,0,190,48,0,10880,1.0,0,0,124.0,3,0,5,125000
634,7,836,308.0,1.0,836.0,836,1975,1975,1,1975.0,0.0,4,0,120,30,0,2280,0.0,0,0,836.0,2,0,6,120000
635,1,1600,270.0,1.0,0.0,1600,1951,1951,1,1951.0,0.0,6,0,20,0,0,31250,0.0,1,0,0.0,3,0,3,81500
636,6,816,0.0,0.0,816.0,816,1990,1990,1,1980.0,104.0,5,0,90,32,0,11841,1.0,0,0,0.0,3,0,5,118500
637,9,1766,478.0,3.0,1766.0,1766,2009,2009,2,2009.0,162.0,7,1,20,130,195,9187,1.0,1,0,645.0,2,0,5,370878
638,5,2002,871.0,3.0,1001.0,1001,1949,1950,2,1949.0,0.0,8,0,90,0,0,6270,0.0,0,1001,717.0,4,0,6,145000
639,7,1954,431.0,2.0,798.0,1137,1939,2006,1,1939.0,312.0,8,2,50,119,0,15660,0.0,1,817,457.0,3,0,9,311500
640,7,1364,437.0,2.0,1220.0,1364,2006,2006,2,2006.0,14.0,6,1,120,16,100,3087,1.0,0,0,767.0,2,0,5,210250
641,7,1861,492.0,2.0,916.0,920,2002,2002,2,2002.0,0.0,8,0,60,91,146,13450,1.0,1,941,216.0,3,0,5,200000
642,5,1734,539.0,2.0,0.0,1302,1977,1977,2,1977.0,0.0,8,0,90,0,0,10125,0.0,0,432,0.0,4,0,5,126000
643,4,1039,281.0,1.0,405.0,717,1900,2003,1,1940.0,0.0,6,0,70,0,0,8146,0.0,0,322,405.0,2,111,8,114000
644,4,1510,720.0,2.0,677.0,833,1910,1950,2,1974.0,0.0,7,0,70,0,0,9600,0.0,0,677,677.0,3,0,4,87500
645,8,2541,729.0,3.0,1149.0,1164,2005,2005,3,2005.0,146.0,10,1,60,32,120,12328,1.0,1,1377,163.0,4,0,5,349265
646,8,1512,845.0,3.0,1512.0,1512,2004,2004,2,2004.0,264.0,6,0,20,36,210,10141,0.0,0,0,222.0,3,0,5,203000
647,7,1434,527.0,2.0,1454.0,1434,2001,2001,2,2001.0,0.0,6,1,20,39,290,8529,0.0,0,0,1434.0,3,0,5,189000
648,7,1653,628.0,2.0,812.0,812,2003,2003,2,2003.0,0.0,6,0,60,45,0,8127,1.0,1,841,402.0,3,0,5,209000
649,6,2007,357.0,1.0,917.0,1090,1900,1950,2,1930.0,0.0,8,0,70,235,0,8400,0.0,0,917,917.0,3,0,7,160000
650,5,1037,431.0,2.0,1037.0,1037,1974,1974,1,1974.0,44.0,5,0,20,47,136,10751,1.0,0,0,250.0,2,0,5,129000
651,5,1389,418.0,2.0,1389.0,1389,1974,1975,1,1975.0,0.0,6,1,20,38,240,10010,1.0,0,0,195.0,2,0,5,170000
652,5,694,352.0,1.0,440.0,694,1913,2002,1,1990.0,0.0,4,1,30,0,0,4280,0.0,0,0,75.0,2,0,6,90350
653,6,1096,0.0,0.0,572.0,572,1924,1950,1,1980.0,0.0,5,0,50,8,0,9600,0.0,0,524,572.0,2,0,5,79000
654,5,894,552.0,2.0,894.0,894,1972,1972,1,1975.0,0.0,5,0,20,0,256,9800,1.0,0,0,0.0,3,0,7,149900
655,5,864,576.0,2.0,864.0,864,1971,1971,1,1977.0,0.0,5,0,20,0,0,7560,1.0,0,0,132.0,3,0,5,123000
656,4,1774,779.0,3.0,1095.0,1095,1900,1950,2,1920.0,0.0,8,0,70,0,0,9600,1.0,0,679,1095.0,4,0,2,87000
657,6,1118,358.0,1.0,1096.0,1118,1977,1977,1,1977.0,0.0,6,1,80,0,203,9880,1.0,0,0,574.0,3,0,6,171000
658,6,1252,288.0,1.0,1032.0,1032,1950,1950,1,1950.0,0.0,6,0,50,0,0,9600,0.0,0,220,752.0,3,0,5,119000
659,5,1148,672.0,1.0,1148.0,1148,1959,1959,1,1959.0,0.0,6,0,20,0,0,7931,1.0,0,0,0.0,3,0,5,132500
660,8,1666,228.0,1.0,588.0,833,1925,1996,1,1925.0,0.0,7,1,70,63,192,5100,0.0,0,833,588.0,3,0,7,161000
661,9,1947,725.0,3.0,1357.0,1366,2001,2002,2,2001.0,134.0,7,1,60,116,168,9720,1.0,1,581,163.0,3,0,5,274000
662,5,912,336.0,1.0,912.0,912,1967,1967,1,1974.0,0.0,5,1,20,0,0,8521,0.0,0,0,70.0,3,0,5,125000
663,5,1195,0.0,0.0,1195.0,1195,1946,1950,2,1980.0,0.0,8,0,90,0,118,8741,0.0,0,0,1195.0,4,0,6,98500
664,8,1624,757.0,3.0,1624.0,1624,1994,1995,2,1994.0,0.0,5,1,20,114,0,12461,1.0,0,0,168.0,2,0,5,262000
665,5,914,444.0,2.0,914.0,914,1979,1979,1,1979.0,40.0,5,0,20,0,0,6950,1.0,0,0,132.0,2,0,7,134900
666,5,1328,308.0,1.0,1350.0,1328,1959,1959,1,1959.0,0.0,5,2,20,104,0,16905,0.0,1,0,383.0,2,0,6,170000
667,6,1461,225.0,1.0,686.0,686,1926,1991,1,1926.0,0.0,6,1,70,0,0,7155,0.0,0,775,686.0,3,0,8,135000
668,6,2683,473.0,2.0,930.0,1364,1990,1991,2,1990.0,304.0,9,2,60,251,237,9205,1.0,1,1319,226.0,4,196,5,290000
669,7,1258,462.0,2.0,1246.0,1258,2007,2007,2,2007.0,0.0,6,0,20,0,0,7697,0.0,0,0,1246.0,3,0,6,173500
670,5,2008,230.0,1.0,896.0,1112,1948,2002,3,1948.0,0.0,8,0,20,0,103,7800,1.0,0,896,293.0,3,0,8,225000
671,5,1187,440.0,2.0,864.0,1187,1961,1961,1,1961.0,0.0,6,1,20,0,128,14357,1.0,0,0,386.0,2,0,5,140500
672,5,990,299.0,1.0,990.0,990,1994,1994,1,1996.0,0.0,5,0,20,64,0,8775,0.0,0,0,495.0,3,0,5,126000
673,8,1586,480.0,2.0,960.0,962,1999,1999,2,1999.0,466.0,7,0,160,0,169,2645,1.0,1,624,348.0,3,0,5,170000
674,5,990,576.0,2.0,990.0,990,1995,1995,1,1996.0,0.0,5,0,20,0,224,13568,0.0,0,0,274.0,3,0,5,156000
675,5,1600,319.0,1.0,1484.0,1600,1957,1997,1,1957.0,0.0,6,2,20,258,288,16321,1.0,0,0,207.0,2,0,6,207500
676,8,1792,590.0,2.0,896.0,896,2007,2007,2,2007.0,0.0,8,0,60,96,184,8640,0.0,1,896,546.0,3,0,5,255000
677,4,988,297.0,1.0,462.0,526,1973,1973,1,1973.0,0.0,4,1,180,101,0,1596,1.0,0,462,25.0,1,0,6,94900
678,5,1170,338.0,1.0,1170.0,1170,1958,1958,1,1958.0,0.0,6,1,20,0,0,7315,0.0,0,0,545.0,3,225,6,140000
679,3,1376,216.0,1.0,738.0,714,1905,1950,1,1930.0,0.0,7,0,70,0,0,7614,0.0,0,662,738.0,2,225,5,96900
680,5,1154,480.0,2.0,1154.0,1154,1966,1966,1,1966.0,200.0,6,1,20,58,0,11000,0.0,1,0,184.0,3,0,6,154000
681,8,1772,816.0,2.0,725.0,909,1910,1999,2,1992.0,0.0,7,0,70,0,0,10337,0.0,1,863,725.0,3,0,9,184900
682,10,2084,1220.0,3.0,2078.0,2084,2007,2008,2,2007.0,816.0,7,1,20,45,188,14803,1.0,0,0,442.0,2,0,5,385000
683,4,951,327.0,1.0,951.0,951,1936,1950,1,1936.0,0.0,6,0,30,28,0,8765,0.0,0,0,666.0,2,0,6,106500
684,8,2687,810.0,3.0,1455.0,1466,2000,2000,2,2000.0,150.0,10,2,60,30,252,12720,1.0,1,1221,282.0,4,0,5,327000
685,9,2490,795.0,3.0,2458.0,2490,2005,2006,2,2005.0,198.0,9,2,20,226,70,11128,1.0,0,0,300.0,2,0,5,468000
686,6,1666,384.0,1.0,1204.0,1204,1927,1950,1,1927.0,0.0,4,0,50,0,0,5160,0.0,0,462,1204.0,3,0,6,135000
687,6,1141,484.0,2.0,1141.0,1141,2005,2005,1,2005.0,0.0,6,0,20,0,0,13072,0.0,1,0,1141.0,3,0,5,142500
688,5,1464,470.0,2.0,732.0,732,1968,1968,1,1968.0,0.0,7,0,60,40,0,8814,0.0,1,732,0.0,4,0,6,141000
689,5,1347,0.0,0.0,1117.0,820,1910,1991,1,1980.0,0.0,5,0,190,0,85,7000,1.0,0,527,148.0,3,0,7,107500
690,5,1282,240.0,1.0,672.0,778,1942,1979,1,1942.0,0.0,4,0,190,88,0,4484,1.0,0,504,187.0,2,0,6,108500
691,6,1320,472.0,2.0,636.0,636,1994,1994,2,1994.0,0.0,6,0,60,40,0,9019,0.0,1,684,362.0,3,0,5,150000
692,3,936,0.0,0.0,216.0,576,1916,1950,1,1980.0,0.0,6,0,50,0,0,8520,0.0,0,360,216.0,2,0,5,78000
693,8,1580,830.0,3.0,1580.0,1580,2007,2008,2,2008.0,186.0,7,0,20,24,0,11932,0.0,0,0,1580.0,3,0,5,235128
694,7,1824,739.0,2.0,1643.0,1824,1971,2002,2,1971.0,351.0,5,2,20,48,380,115149,1.0,0,0,424.0,2,0,5,302000
